x1,x2,sentence1,sentence2,y_type,y_score
in talks,in talks,Bradley Cooper and JJ Abrams in talks about filming a Lance Armstrong biopic,Bradley Cooper in talks to play Lance Armstrong in biopic,EQUI,5
determined,,EU ministers ` determined ' to resolve horsemeat scandal,EU ministers hold crisis talks over horse meat scandal,NOALI,0
',,EU ministers ` determined ' to resolve horsemeat scandal,EU ministers hold crisis talks over horse meat scandal,NOALI,0
,hold,EU ministers ` determined ' to resolve horsemeat scandal,EU ministers hold crisis talks over horse meat scandal,NOALI,0
EU ministers,EU ministers,EU ministers ` determined ' to resolve horsemeat scandal,EU ministers hold crisis talks over horse meat scandal,EQUI,5
`,,EU ministers ` determined ' to resolve horsemeat scandal,EU ministers hold crisis talks over horse meat scandal,NOALI,0
,crisis talks,EU ministers ` determined ' to resolve horsemeat scandal,EU ministers hold crisis talks over horse meat scandal,NOALI,0
horsemeat scandal,over horse meat scandal,EU ministers ` determined ' to resolve horsemeat scandal,EU ministers hold crisis talks over horse meat scandal,EQUI,5
to resolve,,EU ministers ` determined ' to resolve horsemeat scandal,EU ministers hold crisis talks over horse meat scandal,NOALI,0
,announces,Thai opposition party to boycott general election,Thai opposition announces election boycott,NOALI,0
Thai opposition party,Thai opposition,Thai opposition party to boycott general election,Thai opposition announces election boycott,EQUI,5
to boycott general election,election boycott,Thai opposition party to boycott general election,Thai opposition announces election boycott,SPE1,4
continues,continues,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,EQUI,5
power crisis,blackout,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,EQUI,5
Jagan Reddy,Jagan,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,EQUI,5
,,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,NOALI,0
in Seemandhra,in Seemandhra,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,EQUI,5
,to spend,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,NOALI,0
to hospital,in hospital,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,EQUI,5
",",,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,NOALI,0
,Thursday,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,NOALI,0
shifted,,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,NOALI,0
,Telangana,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,NOALI,0
,;,"Jagan Reddy shifted to hospital , power crisis continues in Seemandhra",Telangana : Jagan to spend Thursday in hospital ; blackout continues in Seemandhra,NOALI,0
as Maracana re-opens,as Maracana re-opens,Brazil tied 2-2 by England as Maracana re-opens,Brazil held by England 2-2 as Maracana re-opens,EQUI,5
tied,held,Brazil tied 2-2 by England as Maracana re-opens,Brazil held by England 2-2 as Maracana re-opens,REL_POL,3
Brazil,Brazil,Brazil tied 2-2 by England as Maracana re-opens,Brazil held by England 2-2 as Maracana re-opens,EQUI,5
2-2,2-2,Brazil tied 2-2 by England as Maracana re-opens,Brazil held by England 2-2 as Maracana re-opens,EQUI,5
by England,by England,Brazil tied 2-2 by England as Maracana re-opens,Brazil held by England 2-2 as Maracana re-opens,EQUI,5
warns against,weighs into,George W. Bush warns against bitter immigration debate,George W Bush weighs into immigration debate,SIMI,3
bitter immigration debate,immigration debate,George W. Bush warns against bitter immigration debate,George W Bush weighs into immigration debate,SPE1,4
George W. Bush,George W Bush,George W. Bush warns against bitter immigration debate,George W Bush weighs into immigration debate,EQUI,5
ill,fall sick,Hundreds of Bangladesh clothes factory workers ill,Hundreds fall sick in Bangladesh factory,EQUI,5
Hundreds,Hundreds,Hundreds of Bangladesh clothes factory workers ill,Hundreds fall sick in Bangladesh factory,EQUI,5
of Bangladesh clothes factory workers,in Bangladesh factory,Hundreds of Bangladesh clothes factory workers ill,Hundreds fall sick in Bangladesh factory,SPE1,3
conducts,launches,Israel conducts airstrike on Syria,Israel launches new airstrike against Syria,EQUI,5
on Syria,against Syria,Israel conducts airstrike on Syria,Israel launches new airstrike against Syria,EQUI,5
airstrike,new airstrike,Israel conducts airstrike on Syria,Israel launches new airstrike against Syria,SPE2,4
Israel,Israel,Israel conducts airstrike on Syria,Israel launches new airstrike against Syria,EQUI,5
',,` Around 100 dead or injured ' after China earthquake,Hundreds dead or injured in China quake,NOALI,0
after China earthquake,in China quake,` Around 100 dead or injured ' after China earthquake,Hundreds dead or injured in China quake,EQUI,5
`,,` Around 100 dead or injured ' after China earthquake,Hundreds dead or injured in China quake,NOALI,0
Around 100 dead or injured,Hundreds dead or injured,` Around 100 dead or injured ' after China earthquake,Hundreds dead or injured in China quake,SIMI,3
Killed,killed,2 French Journalists Killed in Mali,Two French journalists killed in Mali,EQUI,5
2 French Journalists,Two French journalists,2 French Journalists Killed in Mali,Two French journalists killed in Mali,EQUI,5
in Mali,in Mali,2 French Journalists Killed in Mali,Two French journalists killed in Mali,EQUI,5
in collapsed Japan tunnel,from Japan tunnel,Vehicles ablaze in collapsed Japan tunnel,Vehicles ` left burning ' as smoke emits from Japan tunnel,SPE1,4
,',Vehicles ablaze in collapsed Japan tunnel,Vehicles ` left burning ' as smoke emits from Japan tunnel,NOALI,0
,emits,Vehicles ablaze in collapsed Japan tunnel,Vehicles ` left burning ' as smoke emits from Japan tunnel,NOALI,NIL
ablaze,left burning,Vehicles ablaze in collapsed Japan tunnel,Vehicles ` left burning ' as smoke emits from Japan tunnel,EQUI,5
,as,Vehicles ablaze in collapsed Japan tunnel,Vehicles ` left burning ' as smoke emits from Japan tunnel,NOALI,NIL
,smoke,Vehicles ablaze in collapsed Japan tunnel,Vehicles ` left burning ' as smoke emits from Japan tunnel,NOALI,NIL
,`,Vehicles ablaze in collapsed Japan tunnel,Vehicles ` left burning ' as smoke emits from Japan tunnel,NOALI,0
Vehicles,Vehicles,Vehicles ablaze in collapsed Japan tunnel,Vehicles ` left burning ' as smoke emits from Japan tunnel,EQUI,5
attack,attack,Islamists attack north Mali city after suicide bombings,Islamists attack Malian troops in Gao,EQUI,5
north Mali city,Malian troops in Gao,Islamists attack north Mali city after suicide bombings,Islamists attack Malian troops in Gao,SPE2,3
after suicide bombings,,Islamists attack north Mali city after suicide bombings,Islamists attack Malian troops in Gao,NOALI,0
Islamists,Islamists,Islamists attack north Mali city after suicide bombings,Islamists attack Malian troops in Gao,EQUI,5
,,US Senate approves fiscal cliff deal,It 's official : Deal reached on `` fiscal cliff '',NOALI,0
,It,US Senate approves fiscal cliff deal,It 's official : Deal reached on `` fiscal cliff '',NOALI,NIL
approves,reached,US Senate approves fiscal cliff deal,It 's official : Deal reached on `` fiscal cliff '',EQUI,5
,official,US Senate approves fiscal cliff deal,It 's official : Deal reached on `` fiscal cliff '',NOALI,0
US Senate,,US Senate approves fiscal cliff deal,It 's official : Deal reached on `` fiscal cliff '',NOALI,NIL
,'s,US Senate approves fiscal cliff deal,It 's official : Deal reached on `` fiscal cliff '',NOALI,0
fiscal cliff deal,Deal on `` fiscal cliff '',US Senate approves fiscal cliff deal,It 's official : Deal reached on `` fiscal cliff '',EQUI,5
China stocks,China stocks,China stocks close higher after economic meeting,China stocks close higher on Wednesday,EQUI,5
higher,higher,China stocks close higher after economic meeting,China stocks close higher on Wednesday,EQUI,5
after economic meeting,,China stocks close higher after economic meeting,China stocks close higher on Wednesday,NOALI,0
,on Wednesday,China stocks close higher after economic meeting,China stocks close higher on Wednesday,NOALI,0
close,close,China stocks close higher after economic meeting,China stocks close higher on Wednesday,EQUI,5
Dolce and Gabbana,Dolce and Gabbana,Dolce and Gabbana convicted of tax evasion,Dolce and Gabbana Fined in Italian Tax Case,EQUI,5
of tax evasion,in Italian Tax Case,Dolce and Gabbana convicted of tax evasion,Dolce and Gabbana Fined in Italian Tax Case,SPE2,4
convicted,Fined,Dolce and Gabbana convicted of tax evasion,Dolce and Gabbana Fined in Italian Tax Case,SIMI,4
on Syrian chemical arms,over Syria chemical claims,UK alert on Syrian chemical arms,West raises stakes over Syria chemical claims,REL,3
,raises,UK alert on Syrian chemical arms,West raises stakes over Syria chemical claims,NOALI,NIL
UK alert,West,UK alert on Syrian chemical arms,West raises stakes over Syria chemical claims,SPE1,3
,stakes,UK alert on Syrian chemical arms,West raises stakes over Syria chemical claims,NOALI,NIL
believed killed,dies,Mexican singer Jenni Rivera believed killed in plane crash,"Jenni Rivera , Mexican music star , dies in plane crash",EQUI_FACT,5
,",",Mexican singer Jenni Rivera believed killed in plane crash,"Jenni Rivera , Mexican music star , dies in plane crash",NOALI,0
,",",Mexican singer Jenni Rivera believed killed in plane crash,"Jenni Rivera , Mexican music star , dies in plane crash",NOALI,0
in plane crash,in plane crash,Mexican singer Jenni Rivera believed killed in plane crash,"Jenni Rivera , Mexican music star , dies in plane crash",EQUI,5
Mexican singer Jenni Rivera,Jenni Rivera Mexican music star,Mexican singer Jenni Rivera believed killed in plane crash,"Jenni Rivera , Mexican music star , dies in plane crash",EQUI,5
climbs,rises,Death toll climbs to 15 in Indonesia boat sinking,Indonesia : Death toll rises to 11 in Indonesia boat capsize,EQUI,5
to 15,to 11,Death toll climbs to 15 in Indonesia boat sinking,Indonesia : Death toll rises to 11 in Indonesia boat capsize,SIMI,4
in Indonesia boat sinking,in Indonesia boat capsize,Death toll climbs to 15 in Indonesia boat sinking,Indonesia : Death toll rises to 11 in Indonesia boat capsize,EQUI,5
,Indonesia,Death toll climbs to 15 in Indonesia boat sinking,Indonesia : Death toll rises to 11 in Indonesia boat capsize,NOALI,0
Death toll,Death toll,Death toll climbs to 15 in Indonesia boat sinking,Indonesia : Death toll rises to 11 in Indonesia boat capsize,EQUI,5
,,Death toll climbs to 15 in Indonesia boat sinking,Indonesia : Death toll rises to 11 in Indonesia boat capsize,NOALI,0
leads,leads,Rouhani leads in Iran presidential vote - preliminary results,Rouhani leads in initial Iran count,EQUI,5
-,,Rouhani leads in Iran presidential vote - preliminary results,Rouhani leads in initial Iran count,NOALI,0
in Iran presidential vote preliminary results,in initial Iran count,Rouhani leads in Iran presidential vote - preliminary results,Rouhani leads in initial Iran count,EQUI,5
Rouhani,Rouhani,Rouhani leads in Iran presidential vote - preliminary results,Rouhani leads in initial Iran count,EQUI,5
increases security,bracing,Egypt increases security before pro-Morsi protests,Egypt bracing for massive protests,SIMI,4
Egypt,Egypt,Egypt increases security before pro-Morsi protests,Egypt bracing for massive protests,EQUI,5
before pro-Morsi protests,for massive protests,Egypt increases security before pro-Morsi protests,Egypt bracing for massive protests,SPE1,4
hits,climbs,Bangladesh building collapse death toll hits 362,Bangladesh building-collapse death toll climbs to 580,EQUI,5
death toll,death toll,Bangladesh building collapse death toll hits 362,Bangladesh building-collapse death toll climbs to 580,EQUI,5
362,to 580,Bangladesh building collapse death toll hits 362,Bangladesh building-collapse death toll climbs to 580,SIMI,2
Bangladesh building collapse,Bangladesh building-collapse,Bangladesh building collapse death toll hits 362,Bangladesh building-collapse death toll climbs to 580,EQUI,5
,,"2 dead , 2 injured in Nevada middle school shooting","Nevada : 2 dead , 2 hurt in middle school shooting",NOALI,0
",",,"2 dead , 2 injured in Nevada middle school shooting","Nevada : 2 dead , 2 hurt in middle school shooting",NOALI,0
in Nevada middle school shooting,Nevada in middle school shooting,"2 dead , 2 injured in Nevada middle school shooting","Nevada : 2 dead , 2 hurt in middle school shooting",EQUI,5
2 injured,2 hurt,"2 dead , 2 injured in Nevada middle school shooting","Nevada : 2 dead , 2 hurt in middle school shooting",EQUI,5
2 dead,2 dead,"2 dead , 2 injured in Nevada middle school shooting","Nevada : 2 dead , 2 hurt in middle school shooting",EQUI,5
,",","2 dead , 2 injured in Nevada middle school shooting","Nevada : 2 dead , 2 hurt in middle school shooting",NOALI,0
takes effect,,Hamas mixed sex schools ban takes effect,Hamas in mixed-sex school ` ban ',NOALI,0
mixed sex schools ban,in mixed-sex school ` ban ',Hamas mixed sex schools ban takes effect,Hamas in mixed-sex school ` ban ',EQUI,5
Hamas,Hamas,Hamas mixed sex schools ban takes effect,Hamas in mixed-sex school ` ban ',EQUI,5
gives,gives,Russia gives initial OK to American adoption ban,Russia gives initial approval to adoption ban,EQUI,5
Russia,Russia,Russia gives initial OK to American adoption ban,Russia gives initial approval to adoption ban,EQUI,5
initial OK,initial approval,Russia gives initial OK to American adoption ban,Russia gives initial approval to adoption ban,EQUI,5
to American adoption ban,to adoption ban,Russia gives initial OK to American adoption ban,Russia gives initial approval to adoption ban,SPE1,4
Among 7 Dead,among 7 dead,Gunman Among 7 Dead After Florida Apartment Shooting,Gunman among 7 dead after Fla. apartment shootout,EQUI,5
Gunman,Gunman,Gunman Among 7 Dead After Florida Apartment Shooting,Gunman among 7 dead after Fla. apartment shootout,EQUI,5
After Florida Apartment Shooting,after Fla. apartment shootout,Gunman Among 7 Dead After Florida Apartment Shooting,Gunman among 7 dead after Fla. apartment shootout,EQUI,5
,new,Murder claim over Diana 's death New information which has been passed to the police relating to the deaths of Princess Diana and Dodi Fayed is thought to include an allegation that they were murdered,Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information .,NOALI,NIL
New information,after they received information,Murder claim over Diana 's death New information which has been passed to the police relating to the deaths of Princess Diana and Dodi Fayed is thought to include an allegation that they were murdered,Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information .,SPE1,4
an allegation,,Murder claim over Diana 's death New information which has been passed to the police relating to the deaths of Princess Diana and Dodi Fayed is thought to include an allegation that they were murdered,Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information .,NOALI,NIL
Murder claim over Diana 's death,Diana and Fayed death info,Murder claim over Diana 's death New information which has been passed to the police relating to the deaths of Princess Diana and Dodi Fayed is thought to include an allegation that they were murdered,Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information .,SPE1,4
that they were murdered,,Murder claim over Diana 's death New information which has been passed to the police relating to the deaths of Princess Diana and Dodi Fayed is thought to include an allegation that they were murdered,Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information .,NOALI,NIL
to the police,by police,Murder claim over Diana 's death New information which has been passed to the police relating to the deaths of Princess Diana and Dodi Fayed is thought to include an allegation that they were murdered,Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information .,EQUI,5
,again,Murder claim over Diana 's death New information which has been passed to the police relating to the deaths of Princess Diana and Dodi Fayed is thought to include an allegation that they were murdered,Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information .,NOALI,NIL
to include,,Murder claim over Diana 's death New information which has been passed to the police relating to the deaths of Princess Diana and Dodi Fayed is thought to include an allegation that they were murdered,Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information .,NOALI,NIL
